Time,ang_x_imu,pid_output_ankle,pid_output_hip,zmp_ref,zmp_imu,Xzmp_ft,capture_point,iter
61.30,178.5332489014,-0.1719825450,-0.1719825450,0.0005709520,-0.04419841,0.05176134,-0.0551975878,1225
61.35,178.5245819092,-0.1710361154,-0.1710361154,0.0005709520,-0.04406260,0.05176134,-0.0537843725,1226
61.40,178.5185394287,-0.1607307582,-0.1607307582,0.0005709520,-0.04411220,0.05176406,-0.0538409100,1227
61.45,178.5158233643,-0.1718247075,-0.1718247075,0.0005709520,-0.04430290,0.05207139,-0.0544161107,1228
61.50,178.5111694336,-0.1489961659,-0.1489961659,0.0005709520,-0.04451508,0.05205698,-0.0549404347,1229
61.55,178.4967651367,-0.1378522265,-0.1378522265,0.0005709520,-0.04481454,0.05205698,-0.0554881848,1230
61.60,178.5066833496,-0.1557543103,-0.1557543103,0.0005709520,-0.04484734,0.05212890,-0.0545769332,1231
61.65,178.5054779053,-0.1575216024,-0.1575216024,0.0005709520,-0.04477772,0.05210891,-0.0545756807,1232
61.70,178.5151977539,-0.1360153571,-0.1360153571,0.0005709520,-0.04488450,0.05196209,-0.0555931606,1233
61.75,178.5271606445,-0.1463632686,-0.1463632686,0.0005709520,-0.04488512,0.05193172,-0.0548059331,1234
61.80,178.5130310059,-0.1306508275,-0.1306508275,0.0005709520,-0.04511520,0.05193172,-0.0553549410,1235
61.85,178.5118713379,-0.1106527651,-0.1106527651,0.0005709520,-0.04520559,0.05160230,-0.0558229479,1236
61.90,178.5164947510,-0.1453743109,-0.1453743109,0.0005709520,-0.04499093,0.05157080,-0.0547147912,1237
61.95,178.5285491943,-0.1006612932,-0.1006612932,0.0005709520,-0.04501518,0.05112107,-0.0544924026,1238
62.00,178.5183258057,-0.1248906528,-0.1248906528,0.0005709520,-0.04498202,0.05109514,-0.0550585126,1239
62.05,178.5117797852,-0.0942549377,-0.0942549377,0.0005709520,-0.04538554,0.05109514,-0.0564482769,1240
62.10,178.5211029053,-0.0802669015,-0.0802669015,0.0005709520,-0.04533880,0.05059317,-0.0556987874,1241
62.15,178.5354614258,-0.0886904555,-0.0886904555,0.0005709520,-0.04551296,0.05057637,-0.0561323661,1242
62.20,178.5357055664,-0.1029325026,-0.1029325026,0.0005709520,-0.04545033,0.05057637,-0.0553069484,1243
62.25,178.5307922363,-0.0420855540,-0.0420855540,0.0005709520,-0.04572518,0.05008192,-0.0564062365,1244
62.30,178.5355529785,-0.0728525122,-0.0728525122,0.0005709520,-0.04582753,0.05008192,-0.0563170165,1245
62.35,178.5342864990,-0.0337586972,-0.0337586972,0.0005709520,-0.04599466,0.04965979,-0.0569966804,1246
62.40,178.5361022949,-0.0774754857,-0.0774754857,0.0005709520,-0.04581075,0.04966606,-0.0551580016,1247
62.45,178.5279235840,-0.0659069256,-0.0659069256,0.0005709520,-0.04583826,0.04966606,-0.0561434015,1248
62.51,178.5267028809,-0.0366677483,-0.0366677483,0.0005709520,-0.04594516,0.04936491,-0.0565046335,1249
62.56,178.5272674561,-0.0424884413,-0.0424884413,0.0005709520,-0.04613938,0.04936491,-0.0568206761,1250
62.60,178.5270538330,-0.0256362331,-0.0256362331,0.0005709520,-0.04631030,0.04918183,-0.0567372976,1251
62.65,178.5393218994,-0.0327113906,-0.0327113906,0.0005709520,-0.04648455,0.04921459,-0.0574165166,1252
62.70,178.5459289551,-0.0341392046,-0.0341392046,0.0005709520,-0.04655977,0.04921459,-0.0566314912,1253
62.75,178.5603942871,-0.0434410272,-0.0434410272,0.0005709520,-0.04647987,0.04920856,-0.0566521906,1254
62.80,178.5602569580,-0.0415030945,-0.0415030945,0.0005709520,-0.04645649,0.04920856,-0.0573228844,1255
62.85,178.5534515381,-0.0355326452,-0.0355326452,0.0005709520,-0.04660013,0.04928820,-0.0571449269,1256
62.90,178.5503234863,-0.0227482653,-0.0227482653,0.0005709520,-0.04685496,0.04932999,-0.0579802399,1257
62.95,178.5542449951,-0.0361962505,-0.0361962505,0.0005709520,-0.04681762,0.04932999,-0.0567647309,1258
63.00,178.5518951416,-0.0286779865,-0.0286779865,0.0005709520,-0.04707336,0.04951039,-0.0589266137,1259
63.06,178.5486602783,-0.0301562116,-0.0301562116,0.0005709520,-0.04714463,0.04955118,-0.0582025809,1260
63.10,178.5473937988,-0.0209654689,-0.0209654689,0.0005709520,-0.04728743,0.04955118,-0.0578419808,1261
63.15,178.5432586670,-0.0374139462,-0.0374139462,0.0005709520,-0.04743529,0.04982316,-0.0580822929,1262
63.21,178.5416412354,-0.0265243925,-0.0265243925,0.0005709520,-0.04749777,0.04982316,-0.0586136617,1263
63.26,178.5356292725,-0.0178629905,-0.0178629905,0.0005709520,-0.04765483,0.04982316,-0.0585147409,1264
63.31,178.5373840332,-0.0428538087,-0.0428538087,0.0005709520,-0.04771336,0.05011017,-0.0583248285,1265
63.36,178.5443725586,-0.0259211746,-0.0259211746,0.0005709520,-0.04778686,0.05011017,-0.0588432654,1266
63.41,178.5438995361,-0.0247706283,-0.0247706283,0.0005709520,-0.04810450,0.05036352,-0.0595498085,1267
63.46,178.5427856445,-0.0093500615,-0.0093500615,0.0005709520,-0.04835287,0.05036352,-0.0592227601,1268
63.51,178.5515747070,-0.0122787539,-0.0122787539,0.0005709520,-0.04847927,0.05036352,-0.0592791704,1269
63.56,178.5532531738,-0.0321008983,-0.0321008983,0.0005709520,-0.04848617,0.05055042,-0.0595788839,1270
63.61,178.5507049561,-0.0166874168,-0.0166874168,0.0005709520,-0.04857170,0.05055042,-0.0594029924,1271
63.66,178.5623626709,-0.0231068033,-0.0231068033,0.0005709520,-0.04864124,0.05064855,-0.0596708923,1272
63.71,178.5587158203,-0.0083832330,-0.0083832330,0.0005709520,-0.04881845,0.05064855,-0.0596277152,1273
63.76,178.5627136230,-0.0132998850,-0.0132998850,0.0005709520,-0.04887096,0.05064855,-0.0598408165,1274
63.81,178.5653686523,-0.0126459665,-0.0126459665,0.0005709520,-0.04891054,0.05064443,-0.0596470805,1275
63.86,178.5659027100,-0.0205879789,-0.0205879789,0.0005709520,-0.04883378,0.05064443,-0.0594482569,1276
63.91,178.5746002197,0.0094600899,0.0094600899,0.0005709520,-0.04909327,0.05055454,-0.0599008952,1277
63.96,178.5479125977,0.0074994062,0.0074994062,0.0005709520,-0.04929986,0.05055454,-0.0608041382,1278
64.01,178.5561065674,0.0214387178,0.0214387178,0.0005709520,-0.04962327,0.05055454,-0.0620723049,1279
64.06,178.5534973145,0.0325053164,0.0325053164,0.0005709520,-0.04982782,0.05039616,-0.0617114316,1280
64.11,178.5510864258,0.0287234037,0.0287234037,0.0005709520,-0.05001916,0.05039616,-0.0615782921,1281
64.16,178.5529632568,0.0534709560,0.0534709560,0.0005709520,-0.05026552,0.05018520,-0.0625883244,1282
64.21,178.5529785156,0.0506400404,0.0506400404,0.0005709520,-0.05053240,0.05018520,-0.0621258153,1283
64.26,178.5532836914,0.0593525673,0.0593525673,0.0005709520,-0.05082631,0.05018520,-0.0627043679,1284
64.31,178.5610809326,0.0587992972,0.0587992972,0.0005709520,-0.05079932,0.04996981,-0.0615977919,1285
64.36,178.5464172363,0.0540497991,0.0540497991,0.0005709520,-0.05086151,0.04996981,-0.0617879795,1286
64.41,178.5447082520,0.0449867956,0.0449867956,0.0005709520,-0.05076415,0.04995182,-0.0613509113,1287
64.46,178.5425262451,0.0552467412,0.0552467412,0.0005709520,-0.05065910,0.04976289,-0.0599485460,1288
64.51,178.5317535400,0.0232646060,0.0232646060,0.0005709520,-0.05028869,0.04976289,-0.0600582597,1289
64.56,178.5304412842,0.0353098664,0.0353098664,0.0005709520,-0.05003224,0.04959263,-0.0596343838,1290
64.61,178.5388031006,0.0230558561,0.0230558561,0.0005709520,-0.04981150,0.04959263,-0.0591013698,1291
64.66,178.5310668945,0.0152186183,0.0152186183,0.0005709520,-0.04955750,0.04959013,-0.0587835604,1292
64.71,178.5336303711,0.0175335961,0.0175335961,0.0005709520,-0.04930116,0.04947046,-0.0589642552,1293
64.76,178.5268249512,0.0173609867,0.0173609867,0.0005709520,-0.04920782,0.04947046,-0.0595083937,1294
64.81,178.5327148438,0.0216412029,0.0216412029,0.0005709520,-0.04919769,0.04946546,-0.0597817256,1295
64.86,178.5337677002,0.0139107868,0.0139107868,0.0005709520,-0.04903225,0.04940646,-0.0591522665,1296
64.91,178.5247650146,0.0016825056,0.0016825056,0.0005709520,-0.04879835,0.04940646,-0.0589406721,1297
64.96,178.5318298340,0.0139333772,0.0139333772,0.0005709520,-0.04879875,0.04939937,-0.0596638473,1298
65.01,178.5360717773,0.0123066392,0.0123066392,0.0005709520,-0.04878205,0.04939937,-0.0594647762,1299
65.06,178.5442352295,0.0099788441,0.0099788441,0.0005709520,-0.04872630,0.04938576,-0.0595367831,1300
65.11,178.5390167236,-0.0043871647,-0.0043871647,0.0005709520,-0.04854691,0.04942593,-0.0584030402,1301
65.16,178.5342254639,0.0097521913,0.0097521913,0.0005709520,-0.04858912,0.04942593,-0.0598403049,1302
65.21,178.5124664307,-0.0262727799,-0.0262727799,0.0005709520,-0.04819517,0.04948404,-0.0568367697,1303
65.26,178.5076751709,-0.0339990308,-0.0339990308,0.0005709520,-0.04779107,0.04948404,-0.0564964665,1304
65.31,178.5014953613,-0.0230846390,-0.0230846390,0.0005709520,-0.04761267,0.04942933,-0.0572875670,1305
65.36,178.4973602295,-0.0466521685,-0.0466521685,0.0005709520,-0.04734646,0.04955965,-0.0564518257,1306
65.41,178.4939575195,-0.0793293770,-0.0793293770,0.0005709520,-0.04664678,0.04955965,-0.0535504559,1307
65.46,178.4954223633,-0.0859803594,-0.0859803594,0.0005709520,-0.04616685,0.04963444,-0.0549494917,1308
65.51,178.4992828369,-0.1186859909,-0.1186859909,0.0005709520,-0.04536142,0.04963444,-0.0531957102,1309
65.56,178.5026397705,-0.1203464310,-0.1203464310,0.0005709520,-0.04468936,0.04952102,-0.0527774634,1310
65.61,178.5106811523,-0.1371308026,-0.1371308026,0.0005709520,-0.04429708,0.04972458,-0.0535852602,1311
65.66,178.5202941895,-0.1464952639,-0.1464952639,0.0005709520,-0.04377538,0.04972458,-0.0531849648,1312
65.71,178.5386810303,-0.1332802484,-0.1332802484,0.0005709520,-0.04345806,0.04957864,-0.0532579328,1313
65.76,178.5423583984,-0.1591748827,-0.1591748827,0.0005709520,-0.04325246,0.04983234,-0.0539630355,1314
65.81,178.5463714600,-0.1418839523,-0.1418839523,0.0005709520,-0.04300624,0.04966160,-0.0523585913,1315
65.86,178.5416107178,-0.1808518406,-0.1808518406,0.0005709520,-0.04275871,0.04998374,-0.0522360615,1316
65.91,178.5377655029,-0.1533675452,-0.1533675452,0.0005709520,-0.04274558,0.04998374,-0.0532976216,1317
65.96,178.5429840088,-0.1117986935,-0.1117986935,0.0005709520,-0.04310169,0.04979453,-0.0544149428,1318
66.01,178.5323944092,-0.1635471179,-0.1635471179,0.0005709520,-0.04319079,0.05021014,-0.0534901699,1319
66.06,178.5311584473,-0.1190456969,-0.1190456969,0.0005709520,-0.04336113,0.05000482,-0.0539207003,1320
66.11,178.5145111084,-0.1321407615,-0.1321407615,0.0005709520,-0.04343683,0.05000482,-0.0531665108,1321
66.16,178.5071411133,-0.1681645019,-0.1681645019,0.0005709520,-0.04354010,0.05053783,-0.0533384768,1322
66.21,178.5172576904,-0.1246993048,-0.1246993048,0.0005709520,-0.04362841,0.05033305,-0.0537506973,1323
66.27,178.5178833008,-0.1964470311,-0.1964470311,0.0005709520,-0.04352508,0.05099081,-0.0532290598,1324
66.31,178.5134429932,-0.1611562133,-0.1611562133,0.0005709520,-0.04348850,0.05099081,-0.0538527402,1325
66.36,178.5183563232,-0.1524118054,-0.1524118054,0.0005709520,-0.04338909,0.05079921,-0.0529366166,1326
66.41,178.5155334473,-0.2357322196,-0.2357322196,0.0005709520,-0.04314195,0.05160123,-0.0518633819,1327
66.46,178.5200500488,-0.1740491531,-0.1740491531,0.0005709520,-0.04309347,0.05142944,-0.0536557237,1328
66.51,178.5186157227,-0.2573496298,-0.2573496298,0.0005709520,-0.04299879,0.05236293,-0.0531659238,1329
66.56,178.5144195557,-0.2087477992,-0.2087477992,0.0005709520,-0.04282380,0.05222501,-0.0526252818,1330
66.62,178.5256500244,-0.1889007103,-0.1889007103,0.0005709520,-0.04306365,0.05222501,-0.0542488062,1331
66.67,178.5290374756,-0.2812307580,-0.2812307580,0.0005709520,-0.04303792,0.05327016,-0.0541610951,1332
66.72,178.5287170410,-0.1926701546,-0.1926701546,0.0005709520,-0.04340661,0.05317178,-0.0540968366,1333
66.76,178.5267639160,-0.2894889862,-0.2894889862,0.0005709520,-0.04355473,0.05429925,-0.0530969418,1334
66.81,178.5326080322,-0.2185806380,-0.2185806380,0.0005709520,-0.04384750,0.05429925,-0.0551671039,1335
66.86,178.5395965576,-0.1878864326,-0.1878864326,0.0005709520,-0.04439093,0.05423855,-0.0566026170,1336
66.92,178.5395660400,-0.2614460680,-0.2614460680,0.0005709520,-0.04495219,0.05537786,-0.0550262218,1337
66.97,178.5331115723,-0.2172308095,-0.2172308095,0.0005709520,-0.04513856,0.05535993,-0.0549998674,1338
67.02,178.5303497314,-0.1902092041,-0.1902092041,0.0005709520,-0.04563482,0.05535993,-0.0563172920,1339
67.07,178.5281219482,-0.2634386760,-0.2634386760,0.0005709520,-0.04609040,0.05646102,-0.0567172696,1340
67.12,178.5255432129,-0.2369871268,-0.2369871268,0.0005709520,-0.04603191,0.05647995,-0.0550077743,1341
67.17,178.5242309570,-0.2736682531,-0.2736682531,0.0005709520,-0.04648631,0.05747483,-0.0583708513,1342
67.22,178.5085601807,-0.2456065614,-0.2456065614,0.0005709520,-0.04653936,0.05751387,-0.0566228238,1343
67.27,178.5110626221,-0.2506222701,-0.2506222701,0.0005709520,-0.04648184,0.05751387,-0.0568489126,1344
67.32,178.5171661377,-0.2912821664,-0.2912821664,0.0005709520,-0.04671563,0.05832793,-0.0573962330,1345
67.37,178.5153808594,-0.2402381040,-0.2402381040,0.0005709520,-0.04706891,0.05838737,-0.0585437665,1346
67.42,178.5121612549,-0.2483974005,-0.2483974005,0.0005709520,-0.04715589,0.05838737,-0.0581620200,1347
67.47,178.5153045654,-0.3001133451,-0.3001133451,0.0005709520,-0.04712477,0.05898763,-0.0582335309,1348
67.52,178.5139770508,-0.2707212744,-0.2707212744,0.0005709520,-0.04716137,0.05905304,-0.0576506289,1349
67.57,178.5007324219,-0.3093534446,-0.3093534446,0.0005709520,-0.04698249,0.05940828,-0.0565298519,1350
67.62,178.4879913330,-0.2536083057,-0.2536083057,0.0005709520,-0.04743144,0.05946998,-0.0597006329,1351
67.67,178.4737396240,-0.2456967040,-0.2456967040,0.0005709520,-0.04779484,0.05946998,-0.0596564059,1352
67.72,178.4744110107,-0.2658783620,-0.2658783620,0.0005709520,-0.04791833,0.05962040,-0.0587363285,1353
67.77,178.4792022705,-0.2403852415,-0.2403852415,0.0005709520,-0.04824018,0.05962040,-0.0597514089,1354
67.82,178.4755706787,-0.2434161336,-0.2434161336,0.0005709520,-0.04828066,0.05948689,-0.0588407740,1355
67.87,178.4709167480,-0.2236461725,-0.2236461725,0.0005709520,-0.04869485,0.05952167,-0.0605767850,1356
67.92,178.4778900146,-0.2151504219,-0.2151504219,0.0005709520,-0.04906081,0.05952167,-0.0598709095,1357
67.97,178.4685516357,-0.2090560147,-0.2090560147,0.0005709520,-0.04906490,0.05920074,-0.0596867463,1358
68.02,178.4475555420,-0.2235118787,-0.2235118787,0.0005709520,-0.04910934,0.05922137,-0.0594689420,1359
68.07,178.4362335205,-0.2296780335,-0.2296780335,0.0005709520,-0.04904301,0.05922137,-0.0584661992,1360
68.12,178.4342956543,-0.1975356078,-0.1975356078,0.0005709520,-0.04898051,0.05877464,-0.0598158432,1361
68.17,178.4366760254,-0.1987311498,-0.1987311498,0.0005709520,-0.04922053,0.05877464,-0.0616722927,1362
68.22,178.4364013672,-0.1595988484,-0.1595988484,0.0005709520,-0.04938139,0.05825403,-0.0610156473,1363
68.27,178.4253082275,-0.1682627531,-0.1682627531,0.0005709520,-0.04971368,0.05824787,-0.0611816217,1364
68.32,178.4223937988,-0.1894577170,-0.1894577170,0.0005709520,-0.04965662,0.05824787,-0.0606621065,1365
68.37,178.4270935059,-0.1667556275,-0.1667556275,0.0005709520,-0.04938554,0.05771220,-0.0600316874,1366
68.42,178.4291076660,-0.1594729117,-0.1594729117,0.0005709520,-0.04965885,0.05771220,-0.0612297754,1367
68.47,178.4133605957,-0.1690103075,-0.1690103075,0.0005709520,-0.04971379,0.05771220,-0.0598863831,1368
68.52,178.4070281982,-0.1140256849,-0.1140256849,0.0005709520,-0.04999746,0.05722640,-0.0622042869,1369
68.57,178.4032897949,-0.1450831658,-0.1450831658,0.0005709520,-0.05009605,0.05722640,-0.0612885899,1370
68.62,178.4072113037,-0.0834683014,-0.0834683014,0.0005709520,-0.05059800,0.05684141,-0.0624212292,1371
68.67,178.4095458984,-0.1456216099,-0.1456216099,0.0005709520,-0.05036036,0.05684141,-0.0609779004,1372
68.72,178.4209136963,-0.1078243162,-0.1078243162,0.0005709520,-0.05070586,0.05684141,-0.0627480747,1373
68.77,178.4219207764,-0.0798567731,-0.0798567731,0.0005709520,-0.05105802,0.05659065,-0.0634480032,1374
68.82,178.4206085205,-0.0944158796,-0.0944158796,0.0005709520,-0.05126558,0.05659065,-0.0630587091,1375
68.87,178.4290008545,-0.0964569059,-0.0964569059,0.0005709520,-0.05127970,0.05649373,-0.0628465624,1376
68.92,178.4385375977,-0.0882063077,-0.0882063077,0.0005709520,-0.05146439,0.05649447,-0.0635414591,1377
68.97,178.4455871582,-0.1012928465,-0.1012928465,0.0005709520,-0.05141248,0.05649447,-0.0622864335,1378
69.02,178.4602355957,-0.0991581629,-0.0991581629,0.0005709520,-0.05143269,0.05652079,-0.0620036866,1379
69.07,178.4597320557,-0.0803542295,-0.0803542295,0.0005709520,-0.05167924,0.05652079,-0.0626776406,1380
69.12,178.4598846436,-0.1243906904,-0.1243906904,0.0005709520,-0.05139687,0.05666114,-0.0620787502,1381
69.17,178.4650115967,-0.1069750335,-0.1069750335,0.0005709520,-0.05134742,0.05666114,-0.0629186877,1382
69.22,178.4563293457,-0.0740181170,-0.0740181170,0.0005709520,-0.05175376,0.05666114,-0.0649024875,1383
69.27,178.4573211670,-0.1045550297,-0.1045550297,0.0005709520,-0.05184058,0.05688430,-0.0638562503,1384
69.32,178.4593658447,-0.0766763565,-0.0766763565,0.0005709520,-0.05212134,0.05688430,-0.0642618270,1385
69.37,178.4643249512,-0.0727419861,-0.0727419861,0.0005709520,-0.05236080,0.05688430,-0.0656086173,1386
69.42,178.4662017822,-0.0818280711,-0.0818280711,0.0005709520,-0.05264971,0.05713481,-0.0651035930,1387
69.47,178.4796295166,-0.0679573706,-0.0679573706,0.0005709520,-0.05286017,0.05713481,-0.0646807529,1388
69.52,178.4803619385,-0.0690717952,-0.0690717952,0.0005709520,-0.05322355,0.05737286,-0.0656850066,1389
69.57,178.4825439453,-0.0450304090,-0.0450304090,0.0005709520,-0.05362749,0.05737286,-0.0653221491,1390
69.62,178.4811401367,-0.0403102573,-0.0403102573,0.0005709520,-0.05395946,0.05737286,-0.0666987131,1391
69.67,178.4820861816,-0.0709390091,-0.0709390091,0.0005709520,-0.05395709,0.05755760,-0.0664157968,1392
69.72,178.4830017090,-0.0558726958,-0.0558726958,0.0005709520,-0.05403327,0.05755760,-0.0661044916,1393
69.77,178.4958343506,-0.0539389160,-0.0539389160,0.0005709520,-0.05411086,0.05755867,-0.0659386507,1394
69.82,178.4913177490,-0.0550661903,-0.0550661903,0.0005709520,-0.05424466,0.05765653,-0.0660698282,1395
69.87,178.4839477539,-0.0315373579,-0.0315373579,0.0005709520,-0.05458222,0.05765653,-0.0671112535,1396
69.92,178.4843292236,-0.0371588643,-0.0371588643,0.0005709520,-0.05474060,0.05766499,-0.0671999669,1397
69.97,178.4820556641,-0.0256183074,-0.0256183074,0.0005709520,-0.05499429,0.05766499,-0.0665706949,1398
70.02,178.4840087891,-0.0309081109,-0.0309081109,0.0005709520,-0.05506790,0.05764012,-0.0677179695,1399
70.07,178.5012512207,-0.0091567808,-0.0091567808,0.0005709520,-0.05535651,0.05757321,-0.0681995958,1400
70.12,178.5160217285,0.0031455923,0.0031455923,0.0005709520,-0.05575730,0.05757321,-0.0698054618,1401
70.17,178.5016326904,0.0176636463,0.0176636463,0.0005709520,-0.05604702,0.05740245,-0.0683135157,1402
70.22,178.5033569336,0.0028140586,0.0028140586,0.0005709520,-0.05615582,0.05740245,-0.0688652243,1403
70.27,178.5017852783,0.0021125903,0.0021125903,0.0005709520,-0.05618505,0.05736855,-0.0687041380,1404
70.32,178.4939422607,0.0293508045,0.0293508045,0.0005709520,-0.05640126,0.05717966,-0.0694894103,1405
70.37,178.4938812256,0.0336209395,0.0336209395,0.0005709520,-0.05672802,0.05717966,-0.0701333718,1406
70.42,178.4855804443,0.0675496656,0.0675496656,0.0005709520,-0.05715673,0.05693848,-0.0715841931,1407
70.47,178.5147705078,0.0451888170,0.0451888170,0.0005709520,-0.05730491,0.05693848,-0.0690007350,1408
70.53,178.5131988525,0.0607562086,0.0607562086,0.0005709520,-0.05757661,0.05690399,-0.0696618732,1409
70.57,178.5053405762,0.0848331659,0.0848331659,0.0005709520,-0.05789818,0.05670067,-0.0706750299,1410
70.62,178.4907531738,0.0820797276,0.0820797276,0.0005709520,-0.05821110,0.05670067,-0.0706680918,1411
70.67,178.4902954102,0.0739453373,0.0739453373,0.0005709520,-0.05810434,0.05649389,-0.0690699135,1412
70.72,178.4767303467,0.0453758304,0.0453758304,0.0005709520,-0.05779017,0.05649389,-0.0691114523,1413
70.77,178.4528045654,0.0583975919,0.0583975919,0.0005709520,-0.05775446,0.05649389,-0.0695755718,1414
70.83,178.4499053955,0.0593354691,0.0593354691,0.0005709520,-0.05759222,0.05634293,-0.0688800517,1415
70.88,178.4407196045,0.0273677829,0.0273677829,0.0005709520,-0.05715861,0.05634293,-0.0679389289,1416
70.93,178.4402160645,0.0305801822,0.0305801822,0.0005709520,-0.05690079,0.05633113,-0.0679031444,1417
70.97,178.4498138428,0.0213538561,0.0213538561,0.0005709520,-0.05653707,0.05625425,-0.0662736020,1418
71.03,178.4494781494,0.0208472219,0.0208472219,0.0005709520,-0.05633924,0.05625425,-0.0676546387,1419
71.08,178.4377136230,0.0147915510,0.0147915510,0.0005709520,-0.05611879,0.05624629,-0.0666103766,1420
71.13,178.4395446777,0.0076150913,0.0076150913,0.0005709520,-0.05586712,0.05623182,-0.0671187738,1421
71.18,178.4438323975,0.0122253595,0.0122253595,0.0005709520,-0.05576378,0.05622502,-0.0675949915,1422
71.23,178.4364471436,0.0035933106,0.0035933106,0.0005709520,-0.05561700,0.05625762,-0.0668380229,1423
71.28,178.4283905029,0.0032704035,0.0032704035,0.0005709520,-0.05549322,0.05625762,-0.0666243593,1424
71.33,178.4256744385,0.0069971176,0.0069971176,0.0005709520,-0.05543842,0.05623560,-0.0668855727,1425
71.38,178.4272918701,-0.0021654993,-0.0021654993,0.0005709520,-0.05537039,0.05631153,-0.0675755657,1426
71.43,178.4172363281,-0.0019183152,-0.0019183152,0.0005709520,-0.05524611,0.05627985,-0.0670112697,1427
71.48,178.4089355469,-0.0097037397,-0.0097037397,0.0005709520,-0.05518496,0.05638415,-0.0664402044,1428
71.53,178.4057312012,-0.0183916915,-0.0183916915,0.0005709520,-0.05495894,0.05638415,-0.0663482737,1429
71.58,178.4002075195,-0.0442202911,-0.0442202911,0.0005709520,-0.05441197,0.05633199,-0.0641480908,1430
71.63,178.3946533203,-0.0856035072,-0.0856035072,0.0005709520,-0.05366208,0.05646329,-0.0635177897,1431
71.68,178.3726348877,-0.0668526103,-0.0668526103,0.0005709520,-0.05324733,0.05638559,-0.0631691708,1432
71.73,178.3731689453,-0.1064125079,-0.1064125079,0.0005709520,-0.05265260,0.05654266,-0.0620013832,1433
71.78,178.3604278564,-0.0965673665,-0.0965673665,0.0005709520,-0.05228305,0.05654266,-0.0627531905,1434
71.83,178.3456726074,-0.1011559725,-0.1011559725,0.0005709520,-0.05186743,0.05643438,-0.0626128433,1435
71.88,178.3494567871,-0.1357481878,-0.1357481878,0.0005709520,-0.05139559,0.05662832,-0.0621489276,1436
71.93,178.3592681885,-0.1357628564,-0.1357628564,0.0005709520,-0.05081319,0.05648961,-0.0620130812,1437
71.98,178.3759155273,-0.1184803619,-0.1184803619,0.0005709520,-0.05074800,0.05648961,-0.0620411498,1438
72.03,178.3800964355,-0.1487673362,-0.1487673362,0.0005709520,-0.05054898,0.05673771,-0.0615546617,1439
72.08,178.3924713135,-0.1363721673,-0.1363721673,0.0005709520,-0.05026442,0.05658576,-0.0614522464,1440
72.13,178.3959960938,-0.1655680482,-0.1655680482,0.0005709520,-0.05009763,0.05689645,-0.0616058469,1441
72.18,178.3758239746,-0.1379245937,-0.1379245937,0.0005709520,-0.05014803,0.05689645,-0.0614020012,1442
72.23,178.3806610107,-0.1328338099,-0.1328338099,0.0005709520,-0.05009773,0.05674472,-0.0611614345,1443
72.28,178.3650970459,-0.1786431303,-0.1786431303,0.0005709520,-0.04996705,0.05715707,-0.0610096735,1444
72.33,178.3571624756,-0.1350443698,-0.1350443698,0.0005709520,-0.05003404,0.05700466,-0.0616668219,1445
72.38,178.3541870117,-0.1354825173,-0.1354825173,0.0005709520,-0.05017435,0.05700466,-0.0617460297,1446
72.43,178.3400878906,-0.1578986068,-0.1578986068,0.0005709520,-0.05038501,0.05742064,-0.0625358430,1447
72.48,178.3273162842,-0.1224077487,-0.1224077487,0.0005709520,-0.05072130,0.05742064,-0.0623633797,1448
72.53,178.3270874023,-0.2054262890,-0.2054262890,0.0005709520,-0.05051320,0.05809508,-0.0606600072,1449
72.58,178.3111724854,-0.1719736298,-0.1719736298,0.0005709520,-0.05028438,0.05800824,-0.0594779168,1450
72.63,178.3084716797,-0.1668864071,-0.1668864071,0.0005709520,-0.05025761,0.05800824,-0.0614442991,1451
72.68,178.3166961670,-0.2441446787,-0.2441446787,0.0005709520,-0.05002647,0.05882470,-0.0605856975,1452
72.73,178.3153381348,-0.1960083484,-0.1960083484,0.0005709520,-0.04994423,0.05879867,-0.0606940479,1453
72.78,178.3158111572,-0.2616202586,-0.2616202586,0.0005709520,-0.04998247,0.05974889,-0.0613656679,1454
72.83,178.3152770996,-0.2151338407,-0.2151338407,0.0005709520,-0.05003620,0.05979049,-0.0618632544,1455
72.88,178.3185882568,-0.2276841867,-0.2276841867,0.0005709520,-0.04987700,0.05979049,-0.0611946945,1456
72.93,178.3248901367,-0.3053217413,-0.3053217413,0.0005709520,-0.04978051,0.06083487,-0.0609794640,1457
72.98,178.3243865967,-0.2434474368,-0.2434474368,0.0005709520,-0.04995293,0.06094252,-0.0621845493,1458
73.03,178.3254852295,-0.2416616942,-0.2416616942,0.0005709520,-0.05001988,0.06094252,-0.0617795895,1459
73.08,178.3300628662,-0.3200839855,-0.3200839855,0.0005709520,-0.05030372,0.06222705,-0.0616792322,1460
73.13,178.3241729736,-0.2437523346,-0.2437523346,0.0005709520,-0.05065457,0.06222705,-0.0624788803,1461
73.18,178.3238983154,-0.3499899828,-0.3499899828,0.0005709520,-0.05078964,0.06354444,-0.0614687139,1462
73.23,178.3182067871,-0.2723675763,-0.2723675763,0.0005709520,-0.05103670,0.06354444,-0.0617265848,1463
73.28,178.3060760498,-0.2750096631,-0.2750096631,0.0005709520,-0.05116605,0.06354444,-0.0622985756,1464
73.33,178.3100280762,-0.3742738811,-0.3742738811,0.0005709520,-0.05121441,0.06482972,-0.0621865310,1465
73.38,178.3137664795,-0.3053239422,-0.3053239422,0.0005709520,-0.05130951,0.06482972,-0.0625688401,1466
